Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region,CTR,CPC,Conversion_Rate,CPA,ROAS
2024-01-16,AD004,Hackathon,YouTube,17–21 Age,234993,13461,2316,1322,778,118803.89,3598637.63,South India,5.728255735277221,8.825784859965827,17.20525963895699,152.70422879177377,30.290570704376766
2024-01-17,AD004,Hackathon,YouTube,25–35 Age,72601,4823,859,471,224,65231.88,1540858.24,West India,6.6431591851351905,13.525166908563135,17.810491395397055,291.21375,23.621245317473605
2024-01-18,AD004,Hackathon,YouTube,17–21 Age,64854,3268,774,379,187,29837.69,1134934.72,South India,5.039010700959078,9.130260097919216,23.684210526315788,159.55983957219252,38.03694991133697
2024-01-19,AD004,Hackathon,YouTube,25–35 Age,140767,7435,1316,748,419,134777.68,2166219.39,Pan India,5.28177768937322,18.127462004034967,17.70006724949563,321.665107398568,16.072538049326862
2024-01-20,AD004,Hackathon,YouTube,22–27 Age,102564,4036,954,619,352,51435.05,2739137.65,West India,3.935103935103935,12.744065906838454,23.63726461843409,146.12230113636363,53.25430129843365
2024-01-21,AD004,Hackathon,YouTube,25–35 Age,99366,6149,1025,585,331,39928.53,2041493.6,East India,6.188233399754443,6.493499756057895,16.669377134493413,120.63,51.12869419435176
2024-01-22,AD004,Hackathon,YouTube,17–21 Age,130732,9877,1815,1127,550,65158.43,2707316.61,Pan India,7.555150995930607,6.596985926900881,18.376025108838718,118.46987272727273,41.54975204282853
2024-01-23,AD004,Hackathon,YouTube,22–27 Age,60282,3890,823,440,184,50617.5,1332250.53,East India,6.453004213529743,13.012210796915166,21.15681233933162,275.0951086956522,26.3199591050526
2024-01-24,AD004,Hackathon,YouTube,22–27 Age,227987,9955,2151,1233,739,116682.0,4318918.7,North India,4.366477035971349,11.720944249121045,21.607232546459066,157.8917456021651,37.01443838809757
2024-01-25,AD004,Hackathon,YouTube,22–27 Age,272168,16989,3561,1864,959,166206.38,4449882.89,West India,6.242100467358396,9.783176172817706,20.96062157866855,173.31217935349324,26.773237525539027
2024-01-26,AD004,Hackathon,YouTube,17–21 Age,264817,10684,1820,1080,558,178964.33,2959111.96,North India,4.034484190969613,16.75068607263197,17.034818420067392,320.724605734767,16.534646652771535
2024-01-27,AD004,Hackathon,YouTube,22–27 Age,296970,16468,3817,2120,1220,288391.33,6571498.95,Pan India,5.545341280264,17.512225528297304,23.17828515909643,236.38633606557377,22.786742410044017
2024-01-28,AD004,Hackathon,YouTube,25–35 Age,280154,13508,2070,1200,490,258351.31,2606824.76,West India,4.821633815687086,19.125800266508737,15.324252294936333,527.2475714285714,10.090232404859877
2024-01-29,AD004,Hackathon,YouTube,17–21 Age,246082,9319,1989,960,442,195337.39,2170310.94,East India,3.7869490657585687,20.96119648030905,21.3434917909647,441.9397963800905,11.11057611653355
2024-01-30,AD004,Hackathon,YouTube,25–35 Age,162479,9378,2210,1154,604,157517.73,4429720.09,Pan India,5.771822820179839,16.79651631477927,23.565792279803794,260.7909437086093,28.122041182284683
2024-01-31,AD004,Hackathon,YouTube,22–27 Age,256182,17232,3397,1850,871,212839.26,3579677.63,South India,6.726467901726117,12.351396239554319,19.713324048282267,244.36195177956373,16.81869045212805
2024-02-01,AD004,Hackathon,YouTube,22–27 Age,269710,19961,3100,1479,780,108988.07,2698691.68,South India,7.400912090764154,5.460050598667402,15.530284053905117,139.72829487179487,24.76134938438675
2024-02-02,AD004,Hackathon,YouTube,17–21 Age,85354,4637,948,471,279,39467.1,1069477.66,Pan India,5.432668650561192,8.511343541082596,20.444252749622603,141.45913978494625,27.097953992059207
2024-02-03,AD004,Hackathon,YouTube,17–21 Age,96853,3046,699,327,162,53820.55,868489.67,North India,3.144972277575295,17.66925476034143,22.948128693368353,332.2256172839506,16.136766904091466
2024-02-04,AD004,Hackathon,YouTube,17–21 Age,251547,15827,2989,1925,804,123902.52,5851415.05,West India,6.291865933602865,7.828553737284388,18.885448916408667,154.1076119402985,47.225956744059765
2024-02-05,AD004,Hackathon,YouTube,17–21 Age,189912,12514,2711,1616,890,132682.38,5279956.64,North India,6.589367707148575,10.602715358798147,21.663736614991212,149.08132584269663,39.79395485670365
2024-02-06,AD004,Hackathon,YouTube,25–35 Age,202653,7479,1790,1010,592,93098.57,3172503.59,West India,3.69054492161478,12.447997058430273,23.933680973392164,157.26109797297298,34.07682405862947
2024-02-07,AD004,Hackathon,YouTube,17–21 Age,72831,5085,1192,648,367,65890.34,2806226.91,West India,6.98191704082053,12.95778564405113,23.44149459193707,179.53771117166212,42.58935239975997
2024-02-08,AD004,Hackathon,YouTube,25–35 Age,215776,15117,2292,1195,520,203852.45,3424734.79,East India,7.005876464481685,13.484980485546075,15.1617384401667,392.0239423076923,16.80006686208579
2024-02-09,AD004,Hackathon,YouTube,17–21 Age,72443,3074,557,275,119,67537.92,364638.44,South India,4.243336140137764,21.970696161353285,18.11971372804164,567.5455462184874,5.399017914676674
2024-02-10,AD004,Hackathon,YouTube,25–35 Age,155169,10534,1826,964,488,65548.51,2007650.15,South India,6.7887271297746326,6.222565976836909,17.334345927472945,134.32071721311473,30.628463560804054
2024-02-11,AD004,Hackathon,YouTube,17–21 Age,145600,10817,2620,1253,628,143250.0,3766197.11,Pan India,7.429258241758243,13.24304335767773,24.221133401127855,228.10509554140128,26.29107930191972
2024-02-12,AD004,Hackathon,YouTube,22–27 Age,235449,17901,3572,1970,869,156170.05,3779197.39,East India,7.602920377661404,8.724096419194458,19.954192503212113,179.71237054085154,24.1992455659712
2024-02-13,AD004,Hackathon,YouTube,25–35 Age,92082,5873,1376,740,425,72924.97,2747864.33,North India,6.378010903325297,12.416987910778138,23.429252511493274,171.58816470588235,37.680705662271784
2024-02-14,AD004,Hackathon,YouTube,22–27 Age,69767,4894,1047,585,275,47791.5,2145764.47,Pan India,7.014777760259149,9.76532488761749,21.393543114017163,173.78727272727272,44.89845411841018
2024-02-15,AD004,Hackathon,YouTube,17–21 Age,131440,4550,1063,659,286,119990.61,1990223.55,East India,3.4616555082166767,26.371562637362636,23.36263736263736,419.5475874125874,16.586494143166703
2024-02-16,AD004,Hackathon,YouTube,25–35 Age,281475,14540,2460,1239,519,112654.64,3920124.36,South India,5.165645261568523,7.74791196698762,16.91884456671252,217.0609633911368,34.79771769720271
2024-02-17,AD004,Hackathon,YouTube,17–21 Age,138904,6550,1548,797,435,128170.76,3043168.56,South India,4.715486955019294,19.56805496183206,23.63358778625954,294.6454252873563,23.743079622840657
2024-02-18,AD004,Hackathon,YouTube,25–35 Age,294254,13308,3157,1809,752,251733.22,4143706.82,Pan India,4.522623311832635,18.91593177036369,23.722572888488127,334.7516223404255,16.460707172458207
2024-02-19,AD004,Hackathon,YouTube,17–21 Age,176880,12551,2597,1551,905,165229.22,3242544.96,South India,7.095771144278606,13.164625926221019,20.691578360290016,182.57372375690608,19.624525008349007
2024-02-20,AD004,Hackathon,YouTube,25–35 Age,135158,10392,2062,977,480,101398.32,1965140.43,North India,7.688779058583288,9.757344110854504,19.842186297151652,211.24650000000003,19.380404231549395
2024-02-21,AD004,Hackathon,YouTube,22–27 Age,236532,17823,2773,1664,752,209088.36,2447521.69,Pan India,7.535132667038709,11.731378555798686,15.558547943668295,278.0430319148936,11.705681224913716
2024-02-22,AD004,Hackathon,YouTube,17–21 Age,279307,12903,2336,1311,548,265211.11,3931415.84,North India,4.619647914302184,20.554220723862667,18.104316825544448,483.96187956204375,14.823722279206176
2024-02-23,AD004,Hackathon,YouTube,17–21 Age,51984,2911,604,374,222,27007.8,1729748.62,South India,5.599799938442597,9.277842665750601,20.74888354517348,121.65675675675675,64.04626145039582
2024-02-24,AD004,Hackathon,YouTube,25–35 Age,103947,7149,1414,811,375,55023.96,1623225.67,South India,6.877543363444833,7.6967352077213596,19.778990068541056,146.73056,29.500342578033276
2024-02-25,AD004,Hackathon,YouTube,22–27 Age,61783,3786,675,431,230,48713.0,1095170.86,East India,6.127899260314326,12.86661384046487,17.828843106180667,211.79565217391306,22.48210662451502
2024-02-26,AD004,Hackathon,YouTube,25–35 Age,211522,8146,1649,828,347,139232.0,1343595.62,East India,3.851136052041868,17.092069727473607,20.24306408053032,401.2449567723343,9.650048982992416
2024-02-27,AD004,Hackathon,YouTube,22–27 Age,55880,1910,340,220,103,40730.48,486883.69,South India,3.4180386542591266,21.324858638743457,17.801047120418847,395.44155339805826,11.953792098693656
2024-02-28,AD004,Hackathon,YouTube,17–21 Age,167535,11504,2177,1304,556,110296.86,4174012.5,West India,6.8666248843525235,9.58769645340751,18.92385257301808,198.3756474820144,37.84343906073119
2024-02-29,AD004,Hackathon,YouTube,25–35 Age,206944,15993,2610,1657,747,170089.29,2704688.17,West India,7.728177671254059,10.635233539673608,16.319639842431062,227.6965060240964,15.901578341587527
2024-03-01,AD001,UG Admission,Google Ads,17–21 Age,86043,5121,1032,663,383,84842.24,2067523.93,Pan India,5.951675325128133,16.567514157391134,20.152314001171646,221.5202088772846,24.36903987919225
2024-03-01,AD004,Hackathon,YouTube,22–27 Age,238624,16826,3034,1553,882,121439.76,5523179.95,East India,7.051260560547138,7.217387376678949,18.031617734458578,137.68680272108844,45.480820696615346
2024-03-02,AD001,UG Admission,Google Ads,17–21 Age,106383,8132,1989,1180,597,68120.59,4167141.49,South India,7.644078471184305,8.37685563207083,24.458927693064435,114.10484087102176,61.173009364716314
2024-03-02,AD004,Hackathon,YouTube,25–35 Age,137353,10177,1561,926,440,62507.3,2300981.91,Pan India,7.409375841809061,6.142016311290164,15.338508401297043,142.06204545454545,36.811410987196695
2024-03-03,AD001,UG Admission,Google Ads,17–21 Age,190183,9911,2343,1331,712,170515.0,2633312.2,North India,5.211296488119338,17.204621128039552,23.640399556048834,239.4873595505618,15.443287687300238
2024-03-03,AD004,Hackathon,YouTube,17–21 Age,248339,16962,3496,1806,789,175686.4,2908345.21,East India,6.830179714019949,10.357646503950006,20.610777031010493,222.66970849176172,16.554185241430186
2024-03-04,AD001,UG Admission,Google Ads,17–21 Age,151825,7293,1728,1114,497,76965.64,3527269.49,West India,4.803556726494319,10.553358014534485,23.69395310571781,154.8604426559356,45.82914518738492
2024-03-04,AD004,Hackathon,YouTube,17–21 Age,56983,2037,418,208,123,53251.91,737803.26,Pan India,3.574750364143692,26.14232204221895,20.520373097692683,432.9423577235773,13.854963324320197
2024-03-05,AD001,UG Admission,Google Ads,17–21 Age,70110,3013,750,468,238,52948.0,1892177.59,South India,4.297532449008701,17.57318287421175,24.892134085628943,222.47058823529412,35.736526214399035
2024-03-05,AD004,Hackathon,YouTube,22–27 Age,161034,5095,881,462,224,84019.32,923164.11,South India,3.163928114559658,16.490543670264966,17.291462217860648,375.08625,10.98752179855776
2024-03-06,AD001,UG Admission,Google Ads,17–21 Age,127872,7698,1526,763,381,116041.16,2303108.01,Pan India,6.0200825825825826,15.074195895037672,19.82333073525591,304.56997375328086,19.847337013866458
2024-03-06,AD004,Hackathon,YouTube,17–21 Age,207444,12055,2103,1256,542,112399.62,2091662.03,North India,5.811206879929041,9.323900456242223,17.445043550394026,207.37937269372694,18.60915570711004
2024-03-07,AD001,UG Admission,Google Ads,17–21 Age,125458,8435,1509,693,366,66260.18,2398363.29,West India,6.723365588483795,7.855385892116182,17.889745109662123,181.03874316939888,36.1961481239562
2024-03-07,AD004,Hackathon,YouTube,25–35 Age,125186,5438,1013,516,288,70257.17,1655474.48,East India,4.343936222900324,12.919670834865759,18.628172122103713,243.94850694444443,23.563068082588583
2024-03-08,AD001,UG Admission,Google Ads,17–21 Age,52749,3113,594,267,132,47097.46,644765.61,West India,5.90153367836357,15.129283649212978,19.081272084805654,356.7989393939394,13.69002935614787
2024-03-08,AD004,Hackathon,YouTube,17–21 Age,153379,7139,1663,957,429,102014.36,1463624.77,South India,4.654483338657835,14.289726852500351,23.294579072699257,237.79571095571094,14.34724258427931
2024-03-09,AD001,UG Admission,Google Ads,17–21 Age,55614,3540,572,343,154,36078.71,646246.86,North India,6.3653037005070665,10.191725988700565,16.158192090395477,234.27733766233766,17.912138765493555
2024-03-09,AD004,Hackathon,YouTube,17–21 Age,123685,8520,2108,1010,406,122048.41,1454477.2,South India,6.888466669361685,14.32493075117371,24.741784037558688,300.6118472906404,11.917215472122905
2024-03-10,AD001,UG Admission,Google Ads,17–21 Age,160586,9019,1457,790,427,118320.36,2536804.91,North India,5.6163052819050225,13.119010976826699,16.154784344162323,277.0968618266979,21.440138535751583
2024-03-10,AD004,Hackathon,YouTube,25–35 Age,226639,12635,2302,1218,650,199476.34,3964941.02,Pan India,5.574945177131915,15.787601108033241,18.219232291254453,306.8866769230769,19.87674839031035
2024-03-11,AD001,UG Admission,Google Ads,17–21 Age,73407,5606,883,498,256,70482.99,1018845.71,West India,7.6368738676148045,12.572777381377097,15.750981091687477,275.3241796875,14.45519990000424
2024-03-11,AD004,Hackathon,YouTube,22–27 Age,213309,8042,1913,1209,533,164269.5,4063881.15,North India,3.7701175290306552,20.426448644615768,23.78761502113902,308.19793621013133,24.739109512112716
2024-03-12,AD001,UG Admission,Google Ads,17–21 Age,216597,15507,2335,1445,726,192461.62,2305973.39,North India,7.159378938766466,12.411273618365898,15.057715870252144,265.09865013774106,11.981471370759532
2024-03-12,AD004,Hackathon,YouTube,25–35 Age,226506,7970,1292,750,420,175994.8,2066586.58,Pan India,3.5186705870926156,22.08215809284818,16.210790464240905,419.03523809523807,11.742316136613129
2024-03-13,AD001,UG Admission,Google Ads,17–21 Age,175194,5344,957,551,261,169204.3,976767.04,West India,3.050332773953446,31.66248128742515,17.90793413173653,648.292337164751,5.7727081403959595
2024-03-13,AD004,Hackathon,YouTube,22–27 Age,185895,10159,1559,796,319,152446.61,2203003.63,East India,5.464912988515022,15.006064573284771,15.345998621911605,477.8890595611285,14.450984708679321
2024-03-14,AD001,UG Admission,Google Ads,17–21 Age,188495,10549,1800,1004,441,182807.04,2268459.24,West India,5.596434918698109,17.329324106550384,17.06322874206086,414.5284353741497,12.409036544763266
2024-03-14,AD004,Hackathon,YouTube,22–27 Age,61348,4749,863,560,278,41334.61,2016292.77,Pan India,7.741083653908848,8.703855548536534,18.17224678879764,148.6856474820144,48.77977002807091
2024-03-15,AD001,UG Admission,Google Ads,17–21 Age,100344,8008,1473,816,424,77929.71,1344335.07,East India,7.980546918600016,9.731482267732268,18.394105894105895,183.7964858490566,17.250610453959087
2024-03-15,AD004,Hackathon,YouTube,22–27 Age,194652,12957,2628,1452,793,188268.91,5847270.23,East India,6.656494667406449,14.530285559928997,20.282472794628386,237.4135056746532,31.05807660967496
2024-03-16,AD001,UG Admission,Google Ads,17–21 Age,275868,10436,1877,1023,453,133644.66,2895845.33,West India,3.782968666173677,12.806119202759678,17.98581832119586,295.0213245033113,21.66824570469183
2024-03-16,AD004,Hackathon,YouTube,22–27 Age,144241,6954,1273,706,292,70141.8,1034342.01,East India,4.82109802344687,10.086540120793789,18.30601092896175,240.21164383561646,14.746442349640299
2024-03-17,AD001,UG Admission,Google Ads,17–21 Age,292584,23331,3605,1899,921,169598.15,3162278.82,West India,7.9741202526453945,7.269219064763619,15.45154515451545,184.1456568946797,18.645715298191636
2024-03-17,AD004,Hackathon,YouTube,25–35 Age,117460,8173,1756,887,365,93791.14,1580107.16,South India,6.9581134003064875,11.47572984216322,21.485378685917045,256.9620273972603,16.84708342387138
2024-03-18,AD001,UG Admission,Google Ads,17–21 Age,160356,10619,2317,1167,687,89639.34,4671783.2,South India,6.622140736860485,8.441410678971653,21.819380355965723,130.4793886462882,52.11755463616756
2024-03-18,AD004,Hackathon,YouTube,17–21 Age,58163,3769,797,395,178,25554.54,1293768.14,North India,6.480064645908912,6.780191032104007,21.146192624038207,143.56483146067416,50.62772172772431
2024-03-19,AD001,UG Admission,Google Ads,17–21 Age,172256,8896,2048,985,576,152568.15,1915389.82,East India,5.164406464796581,17.1501967176259,23.021582733812952,264.87526041666666,12.554322904223458
2024-03-19,AD004,Hackathon,YouTube,17–21 Age,258133,14755,2438,1536,617,103655.55,4524608.51,South India,5.716045604397733,7.025113520840393,16.523212470349034,167.99927066450567,43.65042209510248
2024-03-20,AD001,UG Admission,Google Ads,17–21 Age,203648,8947,1995,1108,625,126623.75,3738989.85,South India,4.393365021998743,14.152648932603107,22.29797697552252,202.598,29.528345590775825
2024-03-20,AD004,Hackathon,YouTube,22–27 Age,219527,10693,1929,990,415,203424.0,2119680.17,South India,4.870927038587509,19.024034415037875,18.03983914710558,490.17831325301205,10.420010274107282
2024-03-21,AD001,UG Admission,Google Ads,17–21 Age,85480,4749,1166,617,295,77652.63,1845721.68,North India,5.555685540477304,16.35136449778901,24.552537376289745,263.22925423728816,23.768952577652552
2024-03-21,AD004,Hackathon,YouTube,17–21 Age,284030,14236,2183,1152,592,262334.25,2663779.71,North India,5.012146604231947,18.427525288002247,15.334363585276764,443.13217905405406,10.154143845113628
2024-03-22,AD001,UG Admission,Google Ads,17–21 Age,298776,13733,2795,1309,703,212229.85,5350895.6,West India,4.596420060513562,15.454004951576495,20.352435738731522,301.8916785206259,25.212737981956824
2024-03-22,AD004,Hackathon,YouTube,22–27 Age,64434,3679,729,397,235,59041.52,1242049.05,Pan India,5.709718471614365,16.04825224245719,19.815167164990484,251.24051063829785,21.036874558785073
2024-03-23,AD001,UG Admission,Google Ads,17–21 Age,245366,12959,2802,1515,836,241060.05,6091993.93,North India,5.281497844037071,18.60174782004784,21.62203873755691,288.34934210526313,25.271686162846144
2024-03-23,AD004,Hackathon,YouTube,25–35 Age,53724,1683,344,159,73,49801.33,513709.91,South India,3.1326781326781328,29.59080808080808,20.439691027926322,682.21,10.315184554308086
2024-03-24,AD001,UG Admission,Google Ads,17–21 Age,240769,8468,1835,987,400,145335.12,2921642.34,South India,3.5170640738633296,17.162862541332075,21.669815777042984,363.3378,20.10279648855693
2024-03-24,AD004,Hackathon,YouTube,17–21 Age,79876,4171,757,434,226,75946.35,1660035.68,North India,5.221843857979868,18.208187485015586,18.1491249100935,336.04579646017703,21.858004762572524
2024-03-25,AD001,UG Admission,Google Ads,17–21 Age,122186,5865,1463,777,313,54949.89,1100080.07,South India,4.800058926554597,9.36912020460358,24.944586530264278,175.55875399361022,20.01969558082828
2024-03-25,AD004,Hackathon,YouTube,17–21 Age,199247,9891,2264,1217,616,105185.38,4785145.21,East India,4.964190176012688,10.634453543625519,22.889495500960468,170.75548701298703,45.49249344348045
2024-03-26,AD001,UG Admission,Google Ads,17–21 Age,274044,13557,2893,1644,828,131707.58,6173759.68,North India,4.947015807680518,9.715097735487202,21.339529394408792,159.06712560386472,46.874748438928115
2024-03-26,AD004,Hackathon,YouTube,22–27 Age,244500,9131,2098,1346,655,146175.82,3464551.93,East India,3.734560327198364,16.00874164932647,22.976672872631696,223.16919083969466,23.701265571829868
2024-03-27,AD001,UG Admission,Google Ads,17–21 Age,75569,3044,699,363,210,43169.18,954211.72,Pan India,4.0281067633553445,14.181727989487516,22.963206307490143,205.5675238095238,22.10400382865739
2024-03-27,AD004,Hackathon,YouTube,17–21 Age,62090,3649,636,301,174,58686.75,569195.34,South India,5.876952810436463,16.082967936420935,17.429432721293505,337.2801724137931,9.69887308464006
2024-03-28,AD001,UG Admission,Google Ads,17–21 Age,151614,5544,1000,552,221,66293.7,838838.11,South India,3.6566543986703075,11.957738095238094,18.037518037518037,299.97149321266966,12.653360877428776
2024-03-28,AD004,Hackathon,YouTube,17–21 Age,275576,19381,2993,1920,883,152033.82,2850575.87,Pan India,7.032905623131187,7.8444775811361644,15.442959599607864,172.178731596829,18.749616828676672
2024-03-29,AD001,UG Admission,Google Ads,17–21 Age,128767,7454,1142,540,253,99239.26,960812.07,West India,5.7887502232714905,13.313557821303997,15.320633217064664,392.2500395256917,9.681773826205475
2024-03-29,AD004,Hackathon,YouTube,25–35 Age,94022,2854,695,411,192,58116.78,1323997.7,North India,3.0354597860075305,20.363272599859844,24.351786965662228,302.6915625,22.781676823802005
2024-03-30,AD001,UG Admission,Google Ads,17–21 Age,168427,7496,1354,707,399,121004.62,2780010.07,North India,4.450592838440393,16.14255869797225,18.062966915688367,303.26972431077695,22.974412629864876
2024-03-30,AD004,Hackathon,YouTube,17–21 Age,153437,5657,1049,519,211,147977.24,1161334.2,East India,3.6868551913814787,26.158253491249777,18.54339756054446,701.3139336492891,7.848059607004429
2024-03-31,AD001,UG Admission,Google Ads,17–21 Age,80636,5687,1072,607,344,59284.93,2288813.48,East India,7.0526811845825685,10.424640407947951,18.85000879198171,172.33991279069767,38.60700316252377
2024-03-31,AD004,Hackathon,YouTube,25–35 Age,158630,4927,822,475,264,141499.38,1140875.76,East India,3.1059698669860683,28.719175969149585,16.683580271970776,535.9825000000001,8.062761547082397
2024-04-01,AD001,UG Admission,Google Ads,17–21 Age,186499,6536,1354,621,368,85229.02,2637713.85,West India,3.504576432045212,13.039935740514077,20.716034271725825,231.60059782608695,30.948541353637527
2024-04-02,AD001,UG Admission,Google Ads,17–21 Age,280440,19647,3222,1784,885,254339.0,4246093.25,North India,7.005776636713736,12.945436962386115,16.399450297755383,287.38870056497177,16.694621155229832
2024-04-03,AD001,UG Admission,Google Ads,17–21 Age,79911,2837,458,283,153,34959.15,584662.54,South India,3.55019959705172,12.322576665491717,16.143813887909765,228.49117647058824,16.72416348795666
2024-04-04,AD001,UG Admission,Google Ads,17–21 Age,274653,14146,2816,1386,561,208104.41,3892837.87,West India,5.150498993275151,14.711184080305387,19.906687402799378,370.95260249554366,18.706176721579325
2024-04-05,AD001,UG Admission,Google Ads,17–21 Age,165340,10645,1684,807,389,129203.32,3018743.31,West India,6.438248457723479,12.137465476749648,15.819633630812588,332.1422107969152,23.364285917730285
2024-04-06,AD001,UG Admission,Google Ads,17–21 Age,282778,15067,2772,1717,949,219848.01,5156798.93,West India,5.328207993549711,14.591359261963232,18.397823057012015,231.662813487882,23.45620017210981
2024-04-07,AD001,UG Admission,Google Ads,17–21 Age,285987,22561,5121,2466,1091,146348.42,3872314.53,Pan India,7.88882012119432,6.486787819688844,22.698461947608706,134.14153987167737,26.459558155803798
2024-04-08,AD001,UG Admission,Google Ads,17–21 Age,200034,14443,3338,1578,716,189341.96,5411518.93,Pan India,7.220272553665877,13.109600498511389,23.11154192342311,264.4440782122905,28.5806639479173
2024-04-09,AD001,UG Admission,Google Ads,17–21 Age,114098,4796,979,559,277,95244.65,1500707.12,Pan India,4.203404091219828,19.859184737281065,20.412844036697248,343.84350180505413,15.756340329876798
2024-04-10,AD001,UG Admission,Google Ads,17–21 Age,230730,8044,1273,591,285,100417.85,2085502.25,North India,3.486326008754822,12.483571606166088,15.825459970164097,352.34333333333336,20.76824239913521
2024-04-11,AD001,UG Admission,Google Ads,17–21 Age,221570,12355,2256,1301,521,200217.89,2522440.58,Pan India,5.5761159001669895,16.205414002428167,18.259813840550386,384.29537428023036,12.598477488699935
2024-04-12,AD001,UG Admission,Google Ads,17–21 Age,241871,18824,3533,2181,917,126584.31,7087676.71,South India,7.782661005246598,6.72462335316617,18.76859328516787,138.04177753544167,55.99174739744602
2024-04-13,AD001,UG Admission,Google Ads,17–21 Age,288853,12032,2732,1717,785,202094.55,2398171.83,East India,4.165440552807137,16.796422041223405,22.706117021276594,257.4452866242038,11.86658338881479
2024-04-14,AD001,UG Admission,Google Ads,17–21 Age,213540,14462,3456,1678,696,108897.67,3431908.04,West India,6.772501639037183,7.529917715392062,23.897109666712765,156.4621695402299,31.514981358187004
2024-04-15,AD001,UG Admission,Google Ads,17–21 Age,72233,3762,590,318,184,57707.1,1314021.37,West India,5.208145861309927,15.339473684210526,15.683147262094629,313.62554347826085,22.770532048915992
2024-04-16,AD001,UG Admission,Google Ads,17–21 Age,167205,5074,1208,604,322,115667.4,2387204.39,West India,3.0345982476600577,22.79609775325187,23.807646826960976,359.21552795031056,20.638523819157346
2024-04-17,AD001,UG Admission,Google Ads,17–21 Age,234584,15677,3010,1913,842,190234.63,4025666.51,West India,6.682893974013574,12.134632263825987,19.200102060343177,225.931864608076,21.16158614233381
2024-04-18,AD001,UG Admission,Google Ads,17–21 Age,50267,3518,817,515,226,39781.59,893338.11,West India,6.998627330057492,11.308013075611141,23.223422399090392,176.02473451327432,22.456068498016297
2024-04-19,AD001,UG Admission,Google Ads,17–21 Age,147737,9789,2427,1461,710,115882.02,4999994.77,South India,6.62596370577445,11.837983450812137,24.793135151700888,163.21411267605635,43.14728695616455
2024-04-20,AD001,UG Admission,Google Ads,17–21 Age,103945,5827,1089,686,290,45623.84,1291459.42,South India,5.605849247198037,7.8297305646130075,18.68886219323837,157.32358620689655,28.306679578045163
